FID,osm_id,code,fclass,name,lon,lat
409,351678086,2742,viewpoint,Narrows,-118.1396321,34.3106845
410,351918282,2002,fire_station,Mormon Rocks,-117.5021879,34.316656
411,351978715,2901,toilet, ,-118.5581696,34.1080203
412,351979672,2701,tourist_info, ,-118.5581085,34.107842
413,352502734,2007,library,Beverly Hills Public Library,-118.3991019,34.072877
414,352869671,2004,post_box, ,-118.3175596,34.1776224
415,353134708,2512,clothes,Twirl,-117.1606403,32.7476845
416,353134709,2515,bookshop,5th Avenue Books,-117.1606412,32.7476218
417,353134887,2512,clothes,Designer Style Sunglasses,-117.1606175,32.7479748
418,353134888,2512,clothes,Buffalo Exchange,-117.1606151,32.7479054
419,353134977,2561,hairdresser, ,-117.1608187,32.7477432
420,353135130,2544,furniture_shop,Column One,-117.1614351,32.7481272
421,353135131,2561,hairdresser,Ralphs Hair Place,-117.161363,32.7481257
422,353135133,2521,gift_shop,Babette Schawartz,-117.1611445,32.7481241
423,353135135,2517,shoe_shop,Gilbert's Shoe Repair,-117.1609278,32.7481333
424,353135136,2561,hairdresser,Winn's Barber Shop,-117.1608726,32.7481326
425,353135137,2512,clothes,Pure,-117.1607968,32.7481411
426,353135500,2502,bakery,Einstein Bros.,-117.1613459,32.7472469
427,353135501,2301,restaurant,The Wits End,-117.1612551,32.7472394
428,353135502,2301,restaurant,The Thai Grill,-117.161175,32.7472394
429,353135503,2502,bakery,Donut Haven,-117.1610891,32.7472424
430,353135503,2301,restaurant,Donut Haven,-117.1610891,32.7472424
431,353942124,2303,cafe,Backdoor Bakery,-118.3152399,34.2599805
432,353942568,2302,fast_food,Pizza Hut,-118.3147464,34.2602353
433,353955886,2903,drinking_water, ,-118.3860632,34.2605075
434,354910320,2302,fast_food,Subway,-118.3149028,34.2602359
435,354915044,2901,toilet, ,-118.3069376,34.2137777
436,354947207,2903,drinking_water, ,-118.3071539,34.2133018
437,355584199,2422,camp_site,Millard,-118.1454001,34.2171737
438,355584530,2901,toilet, ,-118.1452112,34.2174505
439,355609749,2901,toilet, ,-118.3117415,34.1786371
440,356081720,2907,camera_surveillance, ,-117.1435327,32.9254458
441,356097630,2602,atm, ,-117.2024195,32.8916334
442,356140998,2301,restaurant,Chiquita's Mexican Food,-117.1070615,32.723789
443,356173045,2907,camera_surveillance, ,-117.2531191,32.9333734
444,356204202,2082,school,Toussaint Academy San Diego,-117.160327,32.7201024
445,356345999,2529,beauty_shop,Lena's Barbara and Beauty,-117.1997349,32.7454956
446,356358180,2301,restaurant,Flicks,-117.1546581,32.7482712
447,356534762,2301,restaurant,Pokéz,-117.1557139,32.7145662
448,356648642,2903,drinking_water, ,-118.5134703,34.1279369
449,356702775,2422,camp_site,Henniger Flats,-118.0898206,34.1929605
450,357568402,2204,park,Peace Park,-115.6471369,35.8101461
451,357624936,2901,toilet, ,-118.2775486,34.1822055
452,357625086,2901,toilet, ,-118.2762154,34.1829972
453,357625171,2901,toilet, ,-118.2751425,34.1808528
454,357627611,2723,monument,Green Cross,-118.2767733,34.1828481
455,357629867,2015,graveyard,Brand Family Gravesite,-118.2750481,34.1865543
456,357629867,2724,memorial,Brand Family Gravesite,-118.2750481,34.1865543
457,357639728,2742,viewpoint,Mojave River Forks Dam overlook,-117.2312111,34.3395668
458,358189997,2732,ruins,Boy Scout Camp,-118.3118287,34.2168428
459,358760563,2204,park,Imperial National Wildlife Refuge,-114.6819014,33.0742054
460,358779407,2204,park,Sepulveda Dam Recreation Area,-118.485361,34.1763942
461,358779415,2082,school,Acacia School,-115.4905488,32.7819993
462,358779422,2082,school,Academy of our Lady of Peace,-117.1355881,32.7650502
463,358779429,2082,school,John Adams Elementary School,-117.1188889,32.7613889
464,358779437,2082,school,John Adams Elementary School,-118.3180137,33.8088978
465,358779446,2082,school,Jane Addams Elementary School,-118.3564635,33.8927924
466,358779466,2082,school,Aggeler High School,-118.592719,34.2422185
467,358779498,2082,school,Alamo School,-115.3033166,32.7661557
468,358779504,2082,school,Albion Elementary School,-118.2203509,34.0694554
469,358779511,2082,school,Alcott Elementary School,-117.363901,33.9543133
470,358779515,2082,school,Alcott Elementary School,-117.7400567,34.0430669
471,358779518,2082,school,Aldama Elementary School,-118.2064619,34.1102869
472,358779521,2082,school,Alder Middle School,-117.4172697,34.1177884
473,358779546,2082,school,Aliso School,-117.7533877,33.5139156
474,358779550,2082,school,All Saints School,-118.1720161,34.0858432
475,358779558,2082,school,All Souls Catholic School,-118.1403483,34.0905651
476,358779563,2082,school,Allen Avenue Elementary School,-117.7922809,34.116953
477,358779568,2082,school,Ella B Allen-Ann Daly Elementary School,-117.0330825,32.6567207
478,358779601,2082,school,Alondra Intermediate School,-118.1503462,33.8866821
479,358779608,2082,school,Alpine Elementary School,-116.7742181,32.8381011
480,358779618,2082,school,Alta Loma Elementary School,-118.3384097,34.0427891
481,358779627,2082,school,Alta School,-116.9711403,32.5679599
482,358779635,2082,school,Alvarado Intermediate School,-117.895895,33.9836236
483,358779637,2082,school,Alverno Heights Academy,-118.066735,34.1661172
484,358779640,2082,school,Alvin Elementary School,-120.4329015,34.961363
485,358779645,2082,school,Alvord Continuation High School,-117.4886586,33.8914045
486,358779650,2082,school,Amar School,-117.9570086,34.0430661
487,358779659,2082,school,American Lutheran School,-118.3456338,34.1638953
488,358779670,2082,school,Amestoy Elementary School,-118.2931287,33.8958489
489,358779674,2082,school,Amherst School,-117.9633939,33.8252931
490,358779700,2205,playground,Anderson Memorial Playground,-118.2846906,33.736769
491,358779729,2082,school,William Anderson Elementary School,-118.3472965,33.8905704
492,358779751,2082,school,Andrew Jackson Elementary School,-116.2183397,33.7336322
493,358779762,2082,school,Andrews School,-118.3800747,33.8725146
494,358779780,2082,school,Annunciation School,-118.0045104,34.1150077
495,358779805,2082,school,Anthony School,-118.292573,33.8833491
496,358779808,2082,school,Anthony School,-118.0045077,33.8866807
497,358779815,2082,school,Anza School,-118.3709087,33.9230695
498,358779819,2082,school,Anza Elementary School,-116.947804,32.7814404
499,358779821,2082,school,Apperson Elementary School,-118.3073002,34.2552805
500,358779829,2082,school,Aragon Avenue Elementary School,-118.2250735,34.0950099
501,358779842,2082,school,Arcadia Christian School,-118.0570123,34.118619
502,358779853,2204,park,Arcadia Wilderness Park,-118.0178443,34.1766722
503,358779886,2082,school,Arizona Middle School,-117.4650466,33.8925159
504,358779889,2082,school,Arlanza Elementary School,-117.4678253,33.9416816
505,358779895,2082,school,Arlington Heights Elementary School,-118.3247982,34.0408448
506,358779902,2082,school,Armada Elementary School,-117.2230936,33.9022397
507,358779906,2082,school,Arminta Elementary School,-118.3825803,34.2152821
508,358779923,2082,school,Arnold Elementary School,-118.3572956,33.8216826
509,358779937,2082,school,Arrowhead Elementary School,-117.2867099,34.1619539
510,358779941,2082,school,Arrowview Middle School,-117.2978212,34.1363994
511,358779953,2082,school,Arroyo Elementary School,-117.7808914,34.0663993
512,358779963,2082,school,Arroyo School,-118.7928712,34.2733361
513,358779974,2204,park,Arroyo Seco Park,-118.1836833,34.1097312
514,358779983,2082,school,Art Center School,-118.3361878,34.0694546
515,358780002,2082,school,Artesia School,-120.528222,34.6610939
516,358780007,2082,school,Ascension School,-118.283129,33.9327929
517,358780011,2082,school,Ascension School,-118.0517344,34.1658393
518,358780032,2082,school,Assumption School,-118.19785,34.047234
519,358780037,2082,school,Asuncion School,-120.828789,35.5408053
520,358780050,2082,school,Audubon Middle School,-118.3278534,34.0094572
521,358780070,2082,school,Avenue School,-119.2934456,34.3075005
522,358780096,2082,school,Aztec School,-118.9837103,35.4388459
523,358780099,2082,school,Azusa Pacific University,-117.8875838,34.1304082
524,358780128,2082,school,Bailey Avenue Elementary School,-117.9400684,34.9274764
525,358780140,2082,school,Baker Elementary School,-117.1078084,32.6981079
526,358780144,2082,school,Jenny T Baker Elementary Shcool,-118.015344,34.0663985
527,358780156,2082,school,Bakersfield Junior Academy,-118.9553767,35.3919025
528,358780167,2082,school,Balboa Elementary School,-118.2860254,34.1802767
529,358780173,2204,park,Balboa Stadium,-117.15042,32.7207107
530,358780202,2082,school,Baldwin Hills Elementary School,-118.3653545,34.0219561
531,358780205,2082,school,Baldwin Park Christian School,-117.9708981,34.0788981
532,358780215,2082,school,Baldwin School,-117.9428415,34.0486215
533,358780223,2082,school,Baldy View Elementary School,-117.6650548,34.1038986
534,358780235,2082,school,John Ballantyne Elementary School,-116.9541994,32.7957436
535,358780241,2082,school,Hubert Howe Bancroft Middle School,-118.3370213,34.0875095
536,358780249,2082,school,Bancroft Community School,-117.0075272,32.7297744
537,358780258,2082,school,Banna School,-117.8583942,34.0941758
538,358780268,2082,school,Banning School,-120.7865564,35.3564695
539,358780279,2204,park,Banta Beatty Park,-117.2286479,33.7883526
540,358780285,2082,school,Baptist Day School,-118.2170159,33.9252932
541,358780290,2082,school,Baptist Day School,-118.2234058,33.9836255
542,358780293,2082,school,Baptist Theological Seminary,-117.8647833,34.0736209
543,358780296,2082,school,Barbara Webster Elementary School,-119.0592705,34.3583323
544,358780321,2082,school,Barrett School,-116.6961297,32.6061709
545,358780387,2082,school,Bassett Senior High School,-117.9772872,34.0516768
546,358780390,2082,school,Bassett School,-117.9870097,34.0530656
547,358780405,2082,school,Bellflower Adult Education Center,-118.1403461,33.8977929
548,358780415,2082,school,Bayside Elementary School,-117.1128071,32.5889442
549,358780461,2082,school,Bear Street School,-117.8914459,33.6833527
550,358780491,2204,park,Beeson Field,-117.1988902,32.7379843
551,358780521,2082,school,Bell Gardens Elementary School,-118.1675703,33.9589032
552,358780538,2082,school,Bellagio Newcomer Center,-118.462462,34.0821132
553,358780544,2082,school,Bellarmine-Jefferson High School,-118.3061882,34.1841724
554,358780561,2082,school,Bellflower Christian School,-118.112567,33.8750152
555,358780567,2082,school,Bellflower School,-118.112567,33.875293
556,358780581,2082,school,Belmont Senior High School,-118.2637371,34.0616777
557,358780584,2082,school,Belridge Elementary School,-119.7095731,35.453296
558,358780586,2082,school,Belvedere Middle School,-118.1814606,34.0397342
559,358780593,2082,school,Belvedere Elementary School,-118.1861829,34.0355678
560,358780596,2082,school,Belwood School,-118.7032668,34.2924508
561,358780599,2082,school,Bemis Elementary School,-117.3556008,34.1144554
562,358780625,2082,school,Sal Castro Middle School,-118.2625745,34.0627892
563,358780630,2204,park,Bennington Monument,-117.2444677,32.6896972
564,358780633,2082,school,Bernedo Middle School,-118.2942418,34.0497338
565,358780636,2082,school,Berkeley Hall School,-118.4838768,34.1280846
566,358780640,2082,school,Berlyn Elementary School,-117.6383873,34.0827883
567,358780653,2082,school,Beryl Heights Elementary School,-118.3836856,33.8522371
568,358780656,2082,school,Berylwood Elementary School,-118.7537031,34.2697251
569,358780669,2082,school,Bethany School,-118.0333988,33.9394577
570,358780673,2082,school,Bethel Christian School,-117.6528319,34.0508447
571,358780686,2082,school,Betsy Ross School,-118.3550744,33.882237
572,358780690,2082,school,Betsy Ross School,-118.4287442,34.0006244
573,358780700,2082,school,Beverly Hills High School,-118.4117453,34.0616763
574,358780728,2082,school,Big Springs Elementary School,-118.7014795,34.2977794
575,358780730,2082,school,Billy Mitchell Elementary School,-118.3597969,33.8997366
576,358780737,2082,school,Biola University,-118.014923,33.9060886
577,358780759,2082,school,Birney Elementary School,-118.3764635,33.8697369
578,358780763,2082,school,Alice M Birney Elementary School,-118.096179,33.9575136
579,358780767,2082,school,Alice Birney Elementary School,-117.310599,34.0783459
580,358780779,2082,school,Bishop Conaty Memorial High School,-118.3028531,34.0466783
581,358780811,2082,school,Bixby Elementary School,-117.9478415,33.9972343
582,358780888,2082,school,Blair School,-118.1911822,33.9614034
583,358780894,2082,school,Blake Elementary School,-118.8367591,35.7035643
584,358780897,2082,school,Blanchard Elementary School,-119.0870493,34.3433329
585,358780903,2082,school,Blessed Sacrament School,-117.9997823,33.7564052
586,358780906,2082,school,Blessed Sacrament School,-118.3394992,34.0986383
587,358780914,2082,school,Benjamin Foxen Elementary School,-120.2964525,34.8665766
588,358780922,2082,school,Bloomington High School,-117.4142136,34.0577903
589,358780924,2082,school,Bloomington Junior High School,-117.3936574,34.0647346
590,358780939,2082,school,Bobier Elementary School,-117.2472577,33.2203138
591,358780941,2204,park,Boden Field,-116.6647416,33.3825341
592,358780947,2204,park,Bolsa Chica State Beach,-118.0475619,33.6950185
593,358780950,2082,school,Stacey Intermediate School,-118.0186719,33.7472388
594,358780964,2082,school,Bon View Elementary School,-117.6361649,34.0458449
595,358780978,2082,school,Rancho High School,-118.0229854,34.1382548
596,358780983,2082,school,Bonita School,-115.5038757,33.12254
597,358780986,2082,school,Bonita School,-120.5093768,34.9578016
598,358780989,2082,school,Bonita Elementary School,-118.2603494,33.8289061
599,358781003,2204,park,Bordwell Park,-117.3561552,33.9669599
600,358781008,2082,school,Bostonia Elementary School,-116.9312425,32.8087165
601,358781017,2204,park,Boulder Hill Park,-117.4697709,34.0186243
602,358781027,2082,school,Boyd High School,-118.1903461,33.7769621
603,358781029,2082,school,Boyd Elementary School,-117.3653232,34.0930673
604,358781042,2082,school,Braddock Drive Elementary School,-118.4164665,33.9922341
605,358781044,2082,school,Bradley Elementary School,-117.2728202,34.1236221
606,358781051,2204,park,Branch Memorial Park,-117.922845,34.8241477
607,358781053,2082,school,Irving L Branch Elementary School,-117.9453463,34.9285874
608,358781055,2204,park,Brand Park,-118.2695203,34.1925055
609,358781078,2082,school,Breed Street Elementary School,-118.2131282,34.0422344
610,358781084,2082,school,Brentwood Science School,-118.4736914,34.050287
611,358781087,2082,school,Harte Preparatory Intermediate School,-118.287296,33.9514036
612,358781097,2082,school,Harte Elementary School,-118.1725689,33.858905
613,358781100,2082,school,Brethren Day School,-118.1781251,33.892559
614,358781103,2082,school,Brethren High School,-118.1781251,33.8902934
615,358781106,2082,school,Brethren Junior High School,-118.075623,33.9711243
616,358781113,2082,school,Brier Patch School,-117.0033611,32.7822729
617,358781115,2082,school,Briggs Elementary School,-119.1048277,34.3277782
618,358781122,2082,school,Brittell School,-119.1862187,34.2038936
619,358781150,2082,school,Brown Military Academy (historical),-117.8770061,34.1480628
620,358781186,2082,school,Buckley High School,-118.4320254,34.1525063
621,358781188,2082,school,Buckley School,-118.4434145,34.1413955
622,358781195,2082,school,Budlong Elementary School,-118.2953522,33.9869583
623,358781205,2204,park,Buena Vista Park,-119.3276131,35.2385752
624,358781210,2082,school,Buena Vista Elementary School,-117.3422604,33.1697596
625,358781216,2082,school,Buena Vista Kindergarten,-117.6814441,34.0769549
626,358781237,2082,school,Ralph Bunche Elementary School,-118.2614613,33.884183
627,358781242,2082,school,Burbank Elementary School,-118.3995246,34.1708391
628,358781250,2082,school,Luther Burbank Elementary School,-118.0883993,33.8702929
629,358781253,2082,school,Burbank Elementary School,-117.2869872,34.09279
630,358781255,2082,school,Burbank Elementary School,-118.111459,34.1811167
631,358781269,2082,school,Burmar School,-118.4928609,34.1586169
632,358781271,2082,school,Burnett School,-118.3750752,33.9066808
633,358781280,2082,school,Burnside Avenue School,-118.3556324,34.046122
634,358781312,2082,school,Bursch Elementary School,-118.2542389,33.8914051
635,358781314,2082,school,Charles Bursch Elementary School,-117.9745093,34.089731
636,358781319,2082,school,Burton Street Elementary School,-118.4415114,34.2196221
637,358781324,2082,school,Bushnell Way Elementary School,-118.1886834,34.1027871
638,358781329,2082,school,Byrd Middle School,-118.3973034,34.2358368
639,358781333,2082,school,Cabrillo Elementary School,-118.2942378,33.7375185
640,358781336,2204,park,Cabrillo Beach Park,-118.2834937,33.7098918
641,358781353,2082,school,Cabrillo School,-117.6789441,34.1025097
642,358781378,2082,school,Cahuenga Elementary School,-118.3053535,34.0705661
643,358781406,2082,school,California College of Medicine,-118.2117394,34.0633445
644,358781410,2082,school,California High School,-118.0239541,33.9439021
645,358781412,2082,school,California Military Academy (historical),-118.3436869,33.9941797
646,358781414,2082,school,California Elementary School,-117.9260511,33.6889626
647,358781422,2082,school,California School,-118.4675825,34.1650057
648,358781424,2082,school,California Elementary School,-117.9567308,34.0447326
649,358781426,2082,school,California Elementary School,-117.9475639,34.0555657
650,358781447,2082,school,California State Polytechnic College,-117.8306154,34.0894538
651,358781457,2082,school,California Western University,-117.1626698,32.7221734
652,358781459,2082,school,Calimesa School,-117.0466974,34.0216811
