osmid,created_by,geometry,amenity,tourism,name,station,railway,cuisine,shop
2095822437,,POINT (144.98462 -37.798027),cafe,,Foo-Doo's Cafe,,,,
2095823393,,POINT (144.984237 -37.798249),restaurant,,Momo Sushi,,,sushi,
2097459076,,POINT (145.1337736 -38.028554),,,Mitre 10,,,,doityourself
2097459077,,POINT (145.1313435 -38.0294921),fast_food,,,,,,
2097459078,,POINT (145.1327919 -38.0289681),,,Dan Murphys,,,,alcohol
2097460879,,POINT (144.969863 -37.782084),,,Princes Hill Newsagency,,,,newsagent
2097462555,,POINT (145.1316386 -38.026568),restaurant,,Michelangelo,,,italian,
2097462571,,POINT (145.1308179 -38.0295576),kindergarten,,Good Start Early Learning,,,,
2097466302,,POINT (144.962631 -37.771508),doctors,,Merri Community Health Services,,,,
2097486937,,POINT (144.964698 -37.771779),,,J.R. Upholstery,,,,interior_decoration
2097505657,,POINT (144.9642829 -37.7717106),bicycle_parking,,,,,,
2097511362,,POINT (144.9641789 -37.7717327),dentist,,Glenlyon Dental,,,,
2097515684,,POINT (144.961993 -37.771876),place_of_worship,,Christ Church Brunswick,,,,
2097521947,,POINT (144.96151 -37.771715),dentist,,Brunswick Dental Group,,,,
2097522908,,POINT (144.961674 -37.77149),bench,,,,,,
2097522953,,POINT (144.961062 -37.771626),telephone,,,,,,
2097523204,,POINT (144.961199 -37.771401),,,Vodafone Select,,,,mobile_phone
2097525260,,POINT (144.961647 -37.771138),pub,,Retreat Hotel,,,,
2097541375,,POINT (144.971681 -37.772497),restaurant,,Thai Dish Restaurant,,,thai,
2097564464,,POINT (144.9616763 -37.7708762),,,ALDI,,,,supermarket
2097593856,,POINT (144.983976 -37.798798),,,Monarch Hair Design,,,,hairdresser
2097598916,,POINT (144.989509 -37.78958),bank,,Bendigo Bank,,,,
2097601264,,POINT (144.997033 -37.780904),,,UltraTune,,,,car_repair
2097606829,,POINT (144.986951 -37.779903),cafe,,Growers Espresso,,,,
2097607269,,POINT (144.984577 -37.782895),fuel,,Caltex Star Mart,,,,
2097608350,,POINT (144.978759 -37.797638),fast_food,,Shawcross Pizza Joint,,,pizza,
2099135969,,POINT (144.9925554 -37.77677),,,Howard Bolton bookseller,,,,books
2099385497,,POINT (144.979653 -37.806122),restaurant,,Belle's Diner,,,american,
2099386962,,POINT (144.984718 -37.798878),,,Tongue + Groove,,,,furniture
2099388047,,POINT (144.985504 -37.799208),studio,,Studio 52,,,,
2099388870,,POINT (144.986405 -37.799021),,,G & R Industrial Products,,,,hardware
2099389149,,POINT (144.986746 -37.799086),,,Flying Goolie,,,,art
2099389164,,POINT (144.986826 -37.799088),cafe,,Bayte,,,arab,
2099627068,,POINT (145.3029704 -38.0187984),restaurant,,Fountain Gate Hotel,,,,
2100732230,,POINT (144.956099 -37.849302),telephone,,,,,,
2100736224,,POINT (144.970993 -37.857037),telephone,,,,,,
2100737296,,POINT (144.955769 -37.84969),post_box,,,,,,
2100737316,,POINT (144.95586 -37.849771),restaurant,,Ragazzi,,,italian,
2100737832,,POINT (144.960084 -37.843907),post_box,,,,,,
2100738141,,POINT (144.962699 -37.839365),vending_machine,,,,,,
2100738864,,POINT (144.965684 -37.834136),vending_machine,,,,,,
2101014131,,POINT (144.98236 -37.806159),,,Smart Alec Hatters,,,,clothes
2101018534,,POINT (144.984879 -37.799152),,,Gallery #9,,,,art
2101030595,,POINT (144.987353 -37.799816),vending_machine,,,,,,
2102109158,,POINT (144.966817 -37.810506),fast_food,,Pie Face,,,,
2102111307,,POINT (144.964302 -37.811157),fast_food,,Guzman Y Gomez,,,mexican,
2102258037,,POINT (144.97068 -37.829856),college,,Holmesglen (City Campus),,,,
2102305830,,POINT (144.969934 -37.83253),,,Melbourne International Tax Free,,,,gift
2102306311,,POINT (144.969389 -37.833163),,,Calculator King,,,,electronics
2102329924,,POINT (144.9234175 -37.8375793),bicycle_parking,,,,,,
2102329925,,POINT (144.9232887 -37.8377149),toilets,,,,,,
2102329926,,POINT (144.923455 -37.8377319),drinking_water,,,,,,
2102404057,,POINT (144.960146 -37.815347),,,Officeworks,,,,office_supplies
2102415432,,POINT (144.973778 -37.805271),waste_basket,,,,,,
2102415953,,POINT (144.977458 -37.805839),waste_basket,,,,,,
2102416048,,POINT (144.978879 -37.806),waste_basket,,,,,,
2102421997,,POINT (144.982646 -37.806454),,,Aēsop,,,,beauty
2102423683,,POINT (144.984267 -37.799977),,,Hogan Gallery and Picture Framer,,,,art
2102424277,,POINT (144.984243 -37.800074),,,Krinki,,,,clothes
2102425874,,POINT (144.984232 -37.800176),fast_food,,Noodle Box,,,noodle,
2102427392,,POINT (144.984221 -37.800233),restaurant,,Cavallero,,,,
34006902,,POINT (144.9432922 -37.7658896),fuel,,7-Eleven,,,,
34051871,Potlatch 0.6c,POINT (144.9439283 -37.7623576),place_of_worship,,St Josephs,,,,
34051906,Potlatch 0.6c,POINT (144.9436793 -37.764495),cafe,,Roy's on Melville,,,pizza,
36413411,Potlatch 0.9c,POINT (144.8885321 -37.6760061),pub,,Westmeadows Tavern,,,,
45869243,,POINT (144.9252683 -37.7618761),swimming_pool,,Queens Park Swimming Pool,,,,
46665718,Potlatch 0.4a,POINT (144.9406236 -37.7561789),parking,,,,,,
72573495,Potlatch 0.7b,POINT (144.8952211 -37.7490999),post_box,,,,,,
80531216,,POINT (144.9338544 -37.7482483),parking,,,,,,
81016996,Potlatch 0.5d,POINT (144.9357473 -37.748864),school,,Our Lady of Perpetual Succour Primary School,,,,
81031739,Potlatch 0.5d,POINT (144.9357022 -37.746203),school,,Pascoe Vale South Primary School,,,,
81031878,JOSM,POINT (144.9428253 -37.7483644),parking,,,,,,
81031998,Potlatch 0.5d,POINT (144.9429828 -37.7491626),parking,,,,,,
81055337,JOSM,POINT (144.9476384 -37.7474612),school,,Coburg West Primary School,,,,
81070406,JOSM,POINT (144.9515483 -37.7500383),school,,St Fidelis Primary School,,,,
81082899,xybot,POINT (144.9526525 -37.7498859),place_of_worship,,St Fidelis,,,,
81083015,JOSM,POINT (144.9526348 -37.7502404),parking,,,,,,
81112180,Potlatch 0.5d,POINT (144.9541322 -37.7538181),parking,,,,,,
85279409,Potlatch 0.5d,POINT (144.9461585 -37.7529155),fast_food,,Red Rooster,,,,
85279508,Potlatch 0.5d,POINT (144.9461413 -37.7531055),parking,,,,,,
85284774,,POINT (144.945901 -37.7542354),library,,Campbell-Turnbull Library,,,,
85290279,JOSM,POINT (144.942889 -37.7623057),school,,St Josephs,,,,
196191391,JOSM,POINT (144.954393 -37.7413314),parking,,,,,,
196192529,JOSM,POINT (144.953952 -37.7423221),parking,,,,,,
196196656,,POINT (144.9491655 -37.7468264),place_of_worship,,Anglican Church of Australia,,,,
219908896,,POINT (144.9434413 -37.7654722),fast_food,,Joe's Fish and Chips,,,,
244220852,,POINT (144.9439368 -37.7650582),place_of_worship,,St John Chrysostum,,,,
244662143,Potlatch 0.6c,POINT (144.9436042 -37.764623),post_office,,,,,,
244672344,Potlatch 0.6c,POINT (144.9405893 -37.7644998),post_box,,,,,,
244879186,Potlatch 0.6c,POINT (144.9451041 -37.7651599),place_of_worship,,Italian Pentecostal Church,,,,
245225087,JOSM,POINT (144.9707505 -37.7537716),post_box,,,,,,
245497609,Potlatch 0.7,POINT (144.9490263 -37.7655522),post_box,,,,,,
245535920,JOSM,POINT (145.1524699 -37.673462),toilets,,,,,,
247170132,Potlatch 0.7,POINT (144.9475597 -37.7651405),cafe,,The Factory Cafe,,,coffee_shop,
247810983,,POINT (144.9462512 -37.6147527),fuel,,Caltex,,,,
249768472,Potlatch 0.7b,POINT (144.9067138 -37.7516042),post_box,,,,,,
249770648,Potlatch 0.7b,POINT (144.9090999 -37.7506473),post_box,,,,,,
249770675,Potlatch 0.7b,POINT (144.9055122 -37.7481566),post_box,,,,,,
249770685,Potlatch 0.7b,POINT (144.9013923 -37.7465006),post_box,,,,,,
249770924,Potlatch 0.7b,POINT (144.8971093 -37.7426931),post_box,,,,,,
250490775,Potlatch 0.7b,POINT (144.8912576 -37.7441482),telephone,,,,,,
250792544,Potlatch 0.10c,POINT (144.891197 -37.7429991),drinking_water,,,,,,
251315448,,POINT (144.9593882 -37.6900534),fast_food,,Pizza Hut,,,,
251315449,,POINT (144.9588537 -37.6901962),fast_food,,McDonald's,,,burger,
251324456,,POINT (145.103601 -37.7018502),fast_food,,McDonald's,,,burger,
251854035,,POINT (144.9016499 -37.7413679),doctors,,Keilor Road Medical Surgery,,,,
253120075,Potlatch 0.7b,POINT (145.0289026 -37.6843601),fast_food,,KFC,,,,
253120689,Potlatch 0.7b,POINT (145.0604711 -37.6940728),fast_food,,KFC,,,,
264170812,,POINT (145.1621877 -37.7382638),,lookout,,,,,
266121409,,POINT (145.310179 -37.7603578),cinema,,Reading Cinemas,,,,
266123068,,POINT (145.3110716 -37.7599507),fast_food,,Subway,,,,
266123127,,POINT (145.3126478 -37.7601218),fuel,,,,,,
266744743,Potlatch 0.10e,POINT (144.9092515 -37.7477525),,,,,,,convenience
267373819,JOSM,POINT (145.020387 -37.7466084),,,Dick Smith Electronics,,,,doityourself
267375562,JOSM,POINT (145.0591989 -37.7546771),parking,,,,,,
267458534,,POINT (145.1166056 -37.5149766),,,Railway Reserve,,,,
273103565,,POINT (144.9590784 -37.7268238),post_box,,,,,,
275489011,,POINT (144.9155945 -37.6829553),courthouse,,Broadmeadows Magistrates Court,,,,
278082247,,POINT (144.9264285 -37.7333344),,,,,,,
278169388,,POINT (144.9407073 -37.7387479),fuel,,Mobil,,,,
278175156,,POINT (144.9525865 -37.7389737),,,,,,,
278619145,,POINT (144.9258149 -37.7316476),,,,,,,
281186121,,POINT (144.9262591 -37.7285908),toilets,,,,,,
281186140,,POINT (144.9263391 -37.7286247),,,,,,,
281187269,,POINT (144.9227622 -37.7246005),post_box,,,,,,
281341565,,POINT (144.9294438 -37.7220773),post_box,,,,,,
281347569,,POINT (144.9322897 -37.726225),,,,,,,
281347583,,POINT (144.932106 -37.726131),toilets,,,,,,
281347587,,POINT (144.9317094 -37.7266201),toilets,,,,,,
281348427,,POINT (144.9392042 -37.7277957),post_office,,,,,,
281351020,,POINT (144.9392274 -37.721854),toilets,,,,,,
281351030,,POINT (144.9396747 -37.7229394),,,,,,,
281351529,,POINT (144.9404592 -37.7199932),post_box,,,,,,
281351530,,POINT (144.9406255 -37.720426),fuel,,Speedway,,,,
281353248,,POINT (144.9344433 -37.7163587),post_box,,,,,,
281355192,,POINT (144.9188975 -37.7069913),toilets,,,,,,
281363757,JOSM,POINT (144.908991 -37.7442891),,,Bizz Buzz Hardware,,,,doityourself
281363834,JOSM,POINT (144.9097915 -37.7446972),pub,,Lincolnshire Arms Hotel,,,,
281363835,JOSM,POINT (144.9380374 -37.7317214),fire_station,,Metropolitan Fire Brigade Station # 6,,,,
281437136,,POINT (144.9220495 -37.6770635),fuel,,Mobil,,,,
287577574,Potlatch 0.10b,POINT (144.9282821 -37.744193),pub,,Cross Keys Hotel,,,,
291549259,,POINT (144.9649421 -37.7487664),pub,,Post Office Hotel,,,,
291549268,,POINT (144.9657699 -37.7465345),post_box,,,,,,
291549351,,POINT (144.9656941 -37.7459519),telephone,,,,,,
291549782,,POINT (144.9657356 -37.7430888),telephone,,,,,,
291549783,,POINT (144.9654294 -37.7430567),telephone,,,,,,
291723590,,POINT (144.9665663 -37.7418724),bank,,Commonwealth,,,,
291723591,,POINT (144.9665518 -37.7419936),bank,,Westpac,,,,
291724960,,POINT (144.966716 -37.7390288),fuel,,Caltex,,,,
291725007,,POINT (144.96464 -37.7397433),,,,,,,
291725285,,POINT (144.9665336 -37.737501),pub,,Drums Hotel,,,,
291726852,,POINT (144.9593341 -37.7335276),post_office,,,,,,
297644033,,POINT (144.9346062 -37.757396),telephone,,,,,,
297644034,,POINT (144.9345565 -37.7574558),post_box,,,,,,
297644035,,POINT (144.9345525 -37.7573881),,,,,,,convenience
297645012,,POINT (144.9533439 -37.7473914),post_box,,,,,,
297651526,,POINT (144.9486469 -37.7296997),,,,,,,
297657431,,POINT (144.946994 -37.7243364),post_box,,,,,,
297661149,,POINT (144.942933 -37.7301541),toilets,,,,,,
298605260,Potlatch 0.10b,POINT (144.9930812 -37.7588337),telephone,,,,,,
298605446,Potlatch 0.10b,POINT (144.9871331 -37.7629593),post_box,,,,,,
301363535,,POINT (144.9571368 -37.7251491),,,,,,,
301363626,,POINT (144.9575255 -37.7252588),toilets,,,,,,
301371362,,POINT (144.9511111 -37.7222288),post_box,,,,,,
301373645,,POINT (144.9574625 -37.7206016),post_box,,,,,,
301373712,,POINT (144.9605404 -37.7202281),toilets,,,,,,
301373713,,POINT (144.9605576 -37.7205159),,,,,,,
302217554,Potlatch 0.10c,POINT (145.0018591 -37.7664432),parking,,,,,,
302270405,,POINT (145.0028107 -37.7371455),,,Woolworths Preston,,,,supermarket
302271123,Potlatch 0.10c,POINT (145.0029395 -37.7376003),parking,,,,,,
302271765,Potlatch 0.10c,POINT (144.9998238 -37.7394465),parking,,,,,,
302525269,,POINT (145.135148 -37.7424082),drinking_water,,,,,,
302525274,JOSM,POINT (145.1301088 -37.7437669),drinking_water,,,,,,
302525309,,POINT (145.1343537 -37.7451286),drinking_water,,,,,,
302796527,,POINT (144.9226343 -37.7176563),post_office,,Oak Park Grove,,,,
302796528,,POINT (144.9226643 -37.7176577),telephone,,,,,,
302796529,,POINT (144.9228115 -37.7177575),atm,,Commonwealth Bank,,,,
302797152,,POINT (144.92082 -37.7101242),,,,,,,
302798666,,POINT (144.9200907 -37.7156658),,,,,,,
302798722,,POINT (144.9211042 -37.7199518),place_of_worship,,Saint Francis De Sales,,,,
302798745,,POINT (144.921474 -37.7208538),fast_food,,MacDonalds,,,,
302800548,,POINT (144.9448621 -37.7592531),telephone,,,,,,
302800549,,POINT (144.9447962 -37.7596384),fuel,,,,,,
303220910,,POINT (145.1215046 -37.7165566),toilets,,,,,,
303224652,JOSM,POINT (145.1070778 -37.728979),drinking_water,,,,,,
303235283,JOSM,POINT (145.1098658 -37.7211789),drinking_water,,,,,,
303249491,Potlatch 0.10d,POINT (145.1092257 -37.7114961),toilets,,,,,,
303258199,,POINT (144.9635837 -37.7214915),bank,,ANZ,,,,
303258205,,POINT (144.9632248 -37.7217267),post_box,,,,,,
303258263,,POINT (144.9626338 -37.7189743),pub,,First and Last Hotel,,,,
303259772,,POINT (144.9602949 -37.7044398),fuel,,,,,,
303939774,Potlatch 0.10d,POINT (145.0661435 -37.6812811),parking,,,,,,
303939826,Potlatch 0.10d,POINT (145.0661521 -37.6819061),parking,,,,,,
303939849,Potlatch 0.10d,POINT (145.0671477 -37.6815257),parking,,,,,,
303940124,Potlatch 0.10d,POINT (145.0624785 -37.6815868),parking,,,,,,
303941346,Potlatch 0.10d,POINT (145.0747008 -37.6771102),parking,,,,,,
303941413,Potlatch 0.10d,POINT (145.0718598 -37.6776333),parking,,,,,,
304236386,Potlatch 0.10e,POINT (144.975088 -37.7550823),place_of_worship,,Coburg Mosque,,,,
304499878,JOSM,POINT (145.0736104 -37.7559144),drinking_water,,,,,,
304499879,JOSM,POINT (145.0773252 -37.7515065),drinking_water,,,,,,
304515053,,POINT (144.9564369 -37.7487052),,,,,,,
304521334,,POINT (144.9462249 -37.7184235),,,,,,,
304522753,,POINT (144.9427636 -37.7268473),telephone,,,,,,
304522798,,POINT (144.9458954 -37.7322443),telephone,,,,,,
304725801,JOSM,POINT (145.1333556 -37.7478572),drinking_water,,,,,,
304725896,JOSM,POINT (145.1235886 -37.7465869),drinking_water,,,,,,
304728955,Potlatch 0.10e,POINT (145.1297755 -37.7508491),drinking_water,,,,,,
304735272,,POINT (145.1310124 -37.748945),cafe,,Mia Mia Cafe,,,,
304763714,,POINT (144.9487723 -37.7392469),fuel,,,,,,
304909940,JOSM,POINT (145.1104867 -37.7124176),drinking_water,,,,,,
304909947,Potlatch 0.10e,POINT (145.1133266 -37.7149935),toilets,,,,,,
304909948,,POINT (145.1140315 -37.7184205),post_box,,,,,,
304909949,,POINT (145.1210036 -37.7162314),post_office,,,,,,
304909950,,POINT (145.1238194 -37.7244858),post_box,,,,,,
305317756,,POINT (144.9696197 -37.7614973),cafe,,A minor place,,,,
305318096,,POINT (144.966586 -37.7416763),bank,,Arab Bank Australia,,,,
305318097,,POINT (144.9663792 -37.7419797),bank,,Bendigo Bank,,,,
305318958,,POINT (144.9685471 -37.7417542),drinking_water,,,,,,
305320278,,POINT (144.9750448 -37.7423663),post_box,,,,,,
305320279,,POINT (144.9768869 -37.7425343),telephone,,,,,,
305320284,,POINT (144.9775105 -37.7453205),post_box,,,,,,
305320406,,POINT (144.9707223 -37.7455561),telephone,,,,,,
305567421,Potlatch 0.10e,POINT (144.9748573 -37.7563493),post_box,,,,,,
305576691,,POINT (145.2432597 -37.5306871),parking,,Mount Sugarloaf,,,,
305577319,,POINT (145.2530061 -37.5071645),parking,information,Kinglake National Park Ranger's Station,,,,
305577487,Potlatch 0.10e,POINT (145.2495872 -37.492838),parking,picnic_site,Masson's Falls,,,,
305584843,JOSM,POINT (145.1300385 -37.7240642),post_box,,,,,,
306544068,JOSM,POINT (145.1278397 -37.7280304),drinking_water,,,,,,
306562258,,POINT (145.1411589 -37.7314613),post_box,,,,,,
306562259,,POINT (145.1351989 -37.7318901),post_box,,,,,,
306569810,JOSM,POINT (145.1440615 -37.7205399),drinking_water,,,,,,
306574653,,POINT (145.1424335 -37.7195302),toilets,,,,,,
306574666,JOSM,POINT (145.1439608 -37.7205142),toilets,,,,,,
306615020,,POINT (145.1407387 -37.7184328),post_box,,,,,,
306758603,,POINT (145.145882 -37.721923),,,Eltham Cycles,,,,bicycle
306908997,,POINT (144.9329167 -37.7545913),post_box,,,,,,
306909007,,POINT (144.9239678 -37.7281562),fuel,,,,,,
306915510,,POINT (144.9200517 -37.7236365),,,,,,,
306915533,,POINT (144.920932 -37.7237325),toilets,,,,,,
306917912,,POINT (144.9205685 -37.7212427),post_box,,,,,,
307268838,,POINT (144.9131194 -37.7190286),post_box,,,,,,
307268845,,POINT (144.9131463 -37.7190632),telephone,,,,,,
307328415,,POINT (144.9451263 -37.7621457),post_box,,,,,,
307365728,,POINT (145.1127258 -37.7267549),toilets,,,,,,
307365751,JOSM,POINT (145.112249 -37.7275548),post_office,,,,,,
307588603,,POINT (144.9439867 -37.76429),pharmacy,,K Robert's Pharmacy,,,,
307956747,JOSM,POINT (145.1152504 -37.7535291),bicycle_parking,,,,,,
307956748,JOSM,POINT (145.1153418 -37.7535087),drinking_water,,,,,,
307956749,,POINT (145.1158797 -37.7536214),toilets,,,,,,
307956756,JOSM,POINT (145.116246 -37.7536206),bicycle_parking,,,,,,
308451518,JOSM,POINT (145.125361 -37.7168397),toilets,,,,,,
308451558,JOSM,POINT (145.124757 -37.7167927),drinking_water,,,,,,
308459466,JOSM,POINT (145.1290163 -37.7125718),post_box,,,,,,
308472046,JOSM,POINT (145.132858 -37.7136959),,,,,,,
308679503,Potlatch 0.10f,POINT (144.995923 -37.7601906),,,,,,,
308725048,,POINT (145.1399875 -37.7420301),drinking_water,,,,,,
308735268,,POINT (145.1372342 -37.7162797),fuel,,7-Eleven,,,,convenience
308888406,Potlatch 0.10f,POINT (144.9839028 -37.7462808),post_box,,,,,,
308889242,Potlatch 0.10f,POINT (144.9848641 -37.7557819),post_box,,,,,,
309316960,JOSM,POINT (145.1395667 -37.7056411),post_box,,,,,,
310009616,Potlatch 0.10f,POINT (145.0639676 -37.7427998),parking,,,,,,
310010506,,POINT (145.0458316 -37.7134869),fuel,,Metrofuel,,,,
310180689,,POINT (145.139971 -37.7341065),toilets,,,,,,
310183308,JOSM,POINT (145.1397369 -37.7337218),drinking_water,,,,,,
310183309,JOSM,POINT (145.1395026 -37.7340318),drinking_water,,,,,,
310183310,,POINT (145.1417316 -37.7346019),toilets,,,,,,
310741413,Potlatch 0.10f,POINT (144.9984946 -37.7461727),parking,,,,,,
310940746,Potlatch 0.10f,POINT (145.021073 -37.7459769),parking,,,,,,
310943260,,POINT (145.0277426 -37.7414617),fast_food,,McDonald's,,,burger,
310944108,Potlatch 0.10f,POINT (145.0320781 -37.7368827),parking,,,,,,
310955748,Potlatch 0.10f,POINT (144.9817524 -37.70997),place_of_worship,,Linh Son Buddhist Temple,,,,
311218691,Potlatch 0.10f,POINT (144.9994215 -37.731569),,,,,,,
311224140,Potlatch 0.10f,POINT (145.0024943 -37.7287519),parking,,,,,,
311230645,Potlatch 0.10f,POINT (144.9966492 -37.7225333),toilets,,,,,,
311230988,Potlatch 0.10f,POINT (144.9965634 -37.7224519),,,,,,,
311673325,Potlatch 0.10f,POINT (145.0080644 -37.7549863),toilets,,,,,,
311673328,Potlatch 0.10f,POINT (145.0064422 -37.754837),,,,,,,
311690439,Potlatch 0.10f,POINT (144.9709006 -37.7230605),cinema,,Village Cinemas Coburg Drive-In,,,,
311886609,Potlatch 0.10f,POINT (145.1044742 -37.7102948),,,,,,,
312111605,,POINT (145.0742461 -37.7565602),toilets,,,,,,
312111606,,POINT (145.0723096 -37.7552983),toilets,,,,,,
312111607,,POINT (145.0738072 -37.7548993),drinking_water,,,,,,
312127332,,POINT (144.9699455 -37.7145357),parking,,,,,,
312914362,,POINT (145.1208807 -37.7171865),bank,,Commonwealth,,,,
313245877,Potlatch 0.10f,POINT (144.9482755 -37.5268076),pub,,Kalkallo Hotel,,,,
313245893,Potlatch 0.10f,POINT (144.9480609 -37.5263243),post_box,,,,,,
313428992,,POINT (144.9123852 -37.7025131),,,,,,,
313429705,,POINT (144.9151806 -37.7031462),fuel,,,,,,
313429707,,POINT (144.9146078 -37.704607),toilets,,,,,,
313430324,,POINT (144.9158784 -37.7052915),post_box,,,,,,
313430329,,POINT (144.9145051 -37.7039692),parking,,,,,,
313430330,,POINT (144.9150351 -37.7055862),parking,,,,,,
313430880,,POINT (144.9085314 -37.70998),,,,,,,
313432894,,POINT (144.9091009 -37.7094995),telephone,,,,,,
313432895,,POINT (144.9088649 -37.7095248),post_box,,,,,,
314077114,Potlatch 0.10f,POINT (144.9905008 -37.7131388),parking,,,,,,
316375004,Potlatch 0.10f,POINT (145.1278889 -37.7575471),place_of_worship,,Manningham Christian Centre,,,,
316757263,Potlatch 0.10f,POINT (144.9997857 -37.7043655),parking,,,,,,
316757267,Potlatch 0.10f,POINT (145.0057564 -37.7155192),parking,,,,,,
316757268,Potlatch 0.10f,POINT (145.004572 -37.7153562),parking,,,,,,
322416503,Potlatch 0.10f,POINT (145.0210645 -37.7475121),parking,,,,,,
322500645,,POINT (145.0385199 -37.7321629),parking,,,,,,
322511437,Merkaartor 0.12,POINT (145.0345087 -37.7192204),parking,,,,,,
323082252,,POINT (145.0340259 -37.7228972),parking,,,,,,
323857221,Potlatch 0.10f,POINT (145.0011892 -37.7592128),toilets,,,,,,
323857318,Potlatch 0.10f,POINT (145.0013437 -37.7592603),,,,,,,
323995797,,POINT (144.9653376 -37.7433351),library,,Coburg Library,,,,
324000034,,POINT (144.9667622 -37.7388),,,Safeway,,,,convenience
324020973,,POINT (144.9628691 -37.7411838),fast_food,,KFC,,,,
324139046,,POINT (145.0035372 -37.7436827),car_rental,,Hertz Preston,,,,
324217036,Merkaartor 0.12,POINT (145.026218 -37.7138566),parking,,,,,,
324555552,Potlatch 0.10f,POINT (144.9763874 -37.751441),post_box,,,,,,
328419988,Potlatch 0.10f,POINT (145.0007011 -37.7597746),,,Psarakos Market,,,,supermarket
328431290,Potlatch 0.10f,POINT (145.0016281 -37.7611724),place_of_worship,,Greek Orthodox Church of St. George,,,,
345143402,Potlatch 0.10f,POINT (145.0459493 -37.7663506),place_of_worship,,St. James' Anglican Church,,,,
354108853,,POINT (145.0322792 -37.7647067),parking,,,,,,
362212891,Potlatch 0.10f,POINT (145.1682062 -37.7079446),parking,,,,,,
366885817,,POINT (144.9519246 -37.7657153),toilets,,,,,,
367823964,Potlatch 0.10f,POINT (145.1104485 -37.689615),parking,,,,,,
370729778,,POINT (145.1240191 -37.7405754),,viewpoint,Rapids Observation Point,,,,
375734448,Potlatch 0.10f,POINT (144.9659933 -37.7470013),place_of_worship,,Coburg Baptist Church,,,,
375735576,Potlatch 0.10f,POINT (144.9674181 -37.7399155),place_of_worship,,Holy Trinity Anglican Church,,,,
375736514,Potlatch 0.10f,POINT (144.9677099 -37.7383205),place_of_worship,,St Paul's Catholic Church,,,,
387253576,,POINT (144.9411366 -37.67285),cafe,,,,,,
389407502,,POINT (144.9473611 -37.717238),parking,,,,,,
389428713,,POINT (144.9444594 -37.7172233),post_box,,,,,,
389440327,,POINT (144.9536716 -37.7050795),toilets,,,,,,
389490146,,POINT (144.9546038 -37.7013756),toilets,,,,,,
390656214,,POINT (144.9505121 -37.7627891),post_box,,,,,,
393091786,,POINT (144.9450309 -37.7050825),telephone,,,,,,
393097073,,POINT (144.9351084 -37.6982009),post_box,,,,,,
393101299,,POINT (144.9505219 -37.7092404),post_box,,,,,,
393101313,,POINT (144.9515166 -37.7032293),post_box,,,,,,
393122447,,POINT (144.9602853 -37.7149902),toilets,,,,,,
393122505,,POINT (144.9527597 -37.7170534),toilets,,,,,,
393127334,,POINT (144.9610279 -37.7138223),toilets,,,,,,
393127355,,POINT (144.960173 -37.7090733),toilets,,,,,,
394029382,,POINT (145.1991815 -37.737264),parking,,,,,,
394030201,,POINT (145.1991215 -37.736056),parking,,,,,,
413302963,,POINT (144.9381691 -37.7539123),,,,,,,
420847199,,POINT (145.3042051 -37.6529595),school,,Christmas Hills Primary School,,,,
443551856,,POINT (144.8959908 -37.6839975),post_box,,,,,,
443559990,,POINT (144.8993014 -37.688172),toilets,,,,,,
444322714,,POINT (144.8975625 -37.6900325),fast_food,,,,,fish_and_chips,
444322716,,POINT (144.897594 -37.6901058),,,Milk Bar,,,,convenience
444322717,,POINT (144.8976012 -37.6901747),post_box,,,,,,
444334835,,POINT (144.8910017 -37.6976079),post_box,,,,,,
444334836,,POINT (144.8909428 -37.6977322),telephone,,,,,,
448165288,,POINT (145.3204323 -37.6495096),post_box,,,,,,
448165697,,POINT (145.3175558 -37.6592832),fire_station,,Christmas Hills North CFA,,,,
448165792,,POINT (145.2855089 -37.7006241),fire_station,,Christmas Hills South CFA,,,,
448168240,,POINT (145.2146385 -37.6912314),school,,Kangaroo Ground Primary School,,,,
448168315,,POINT (145.2139432 -37.6913129),school,,Kangaroo Ground Pre-School,,,,
448168450,,POINT (145.2158385 -37.6914592),cafe,,Kangaroo Ground General Store,,,,convenience
448168594,,POINT (145.2194707 -37.6845207),fire_station,,Kangaroo Ground CFA,,,,
448168761,,POINT (145.2146652 -37.6923022),post_box,,,,,,
448170461,,POINT (145.3050793 -37.6532264),library,,Yarra Plenty Regional Library,,,,
448170790,,POINT (145.3044196 -37.6535944),theatre,,Blue Wren Theatre,,,,
448182540,,POINT (145.2626916 -37.6205203),cafe,,Smiths Gully Store,,,,convenience
448793732,,POINT (144.9884069 -37.7556958),,,,,,,
448860732,,POINT (145.0263043 -37.7255476),,,Summer Hill,,,,supermarket
448860733,,POINT (145.0284586 -37.7253711),,,Kmart,,,,supermarket
448860734,,POINT (145.0487061 -37.7225265),taxi,,,,,,
453680554,,POINT (145.2672708 -37.605163),,,St Andrews Market,,,,outdoor
453681110,,POINT (145.2665539 -37.6054283),pub,,St Andrews Pub,,,,
457935338,,POINT (144.9642609 -37.7604118),bbq,,,,,,
457935339,,POINT (144.9640526 -37.7603228),toilets,,,,,,
459390997,,POINT (144.901134 -37.7068358),bbq,,,,,,
459390999,,POINT (144.9011163 -37.7068075),drinking_water,,,,,,
459391001,,POINT (144.9011575 -37.7068091),,picnic_site,,,,,
459401934,,POINT (144.8875942 -37.6945836),drinking_water,,,,,,
