osmid,geometry,created_by,man_made,name,leisure,amenity,addr:street,addr:housenumber
357618474,POINT (-73.7075 40.7538889),,,Ruth and H Bert Mack Family MRI Center,,hospital,,
357618477,POINT (-73.7077778 40.7538889),,,Samuel and Lena Schwartz Research Center,,hospital,,
357618480,POINT (-73.7105556 40.7527778),,,Zucker Hillside Hospital,,hospital,,
357618484,POINT (-73.7083333 40.7547222),,,Saul and Evelyn Epstein Teaching Center,,school,,
357618487,POINT (-73.9947222 40.7147222),,,Saint Barbara Greek Orthodox Church,,place_of_worship,,
357618490,POINT (-73.9938888 40.7147222),,,Congregation K'hal Adath Jeshurun,,place_of_worship,,
357618493,POINT (-73.9808333 40.7208333),,,Hartman Triangle,park,,,
357618499,POINT (-73.9927777 40.7133334),,,Sung Tak Buddhist Temple,,place_of_worship,,
357618502,POINT (-73.9908333 40.7133333),,,Saint Teresa's Roman Catholic Church,,place_of_worship,,
357618505,POINT (-73.9836111 40.7133334),,,Saint Augustine's Episcopal Church,,place_of_worship,,
357618508,POINT (-73.9832657 40.7155398),,,Bialystoker Synagogue,,place_of_worship,,
357618511,POINT (-73.9850825 40.7157813),,,Saint Mary's Roman Catholic Church,,place_of_worship,,
357618518,POINT (-73.9883333 40.7169444),,,Congregation Beth Hamedrash Hagadol Synagogue,,place_of_worship,,
357618522,POINT (-73.9925 40.7191667),,,Seventh Day Adventist Church of Union Square,,place_of_worship,,
357618525,POINT (-73.9908334 40.7205556),,,First Warsaw Congregation,,place_of_worship,,
357618528,POINT (-73.9894445 40.7194445),,,Congregation Shaarai Shomoyim,,place_of_worship,,
357618531,POINT (-73.9863889 40.72),,,Intermediate School 25,,school,,
357618534,POINT (-73.9869444 40.7188889),,,Public School 160,,school,,
357618537,POINT (-73.9839973 40.7183495),,,Public School 142,,school,,
357618540,POINT (-73.9838701 40.7209161),,,Congregation Chasam Sofer,,place_of_worship,Clinton Street,10
357618543,POINT (-73.9827821 40.7188318),,,Mision Guadalupana,,place_of_worship,,
357618546,POINT (-73.9827778 40.7191667),,,School of Christian Doctrine,,school,,
357618555,POINT (-74.0005556 40.7313889),,,Washington Square Methodist Church,,place_of_worship,,
357618558,POINT (-73.9972548 40.7322674),,,"New York Studio School of Drawing, Painting and Sculpture",,school,,
357618561,POINT (-73.9988889 40.7325),,,Tenth Church of Christ Scientist,,place_of_worship,,
357618564,POINT (-73.995 40.7311111),,,Iris and B Gerald Cantor Film Center Tisch School for the Arts,,school,,
357618567,POINT (-73.9952778 40.7288889),,,Brookdale Center Hebrew Union College,,school,,
357618570,POINT (-73.9986111 40.73),,,Generoso Pope Catholic Center at New York University,,place_of_worship,,
357618573,POINT (-73.9988889 40.73),,,Judson Memorial Baptist Church,,place_of_worship,,
357618575,POINT (-73.9994444 40.73),,,Hagop Kevorkian Center for Near Eastern Studies,,school,,
357618581,POINT (-74.0002778 40.7291667),,,Lower West Side Children's Center,,school,,
357618584,POINT (-73.9627778 40.6825),,,Adelphi Station Brooklyn Post Office,,post_office,,
357618590,POINT (-74.0088889 40.6391667),,,Bay Ridge Station Brooklyn Post Office,,post_office,,
357618593,POINT (-73.9119444 40.6672222),,,Brownsville Station Brooklyn Post Office,,post_office,,
357618597,POINT (-74.0127778 40.6152778),,,Dyker Heights Station Brooklyn Post Office,,post_office,,
357618600,POINT (-73.8966667 40.6761111),,,East New York Station Brooklyn Post Office,,post_office,,
357618603,POINT (-73.9563889 40.6508333),,,Flatbush Station Brooklyn Post Office,,post_office,,
357618605,POINT (-74.0272222 40.62),,,Fort Hamilton Station Brooklyn Post Office,,post_office,,
357618608,POINT (-73.9794444 40.6436111),,,Kensington Station Brooklyn Post Office,,post_office,,
357618610,POINT (-74.0016667 40.6738889),,,Red Hook Station Brooklyn Post Office,,post_office,,
357618614,POINT (-73.9872222 40.67),,,Van Brunt Station Brooklyn Post Office,,post_office,,
357618616,POINT (-73.9175 40.6977778),,,Knickerbocker United Church,,place_of_worship,,
357618619,POINT (-73.9119444 40.7013889),,,Saint Brigid's Roman Catholic Church,,place_of_worship,,
357618622,POINT (-73.9097222 40.6933333),,,Saint Martin of Tours Roman Catholic Church,,place_of_worship,,
357618632,POINT (-73.9141667 40.6961111),,,Saint Paul's Evangelical Lutheran Church,,place_of_worship,,
357618647,POINT (-73.9102778 40.6922222),,,Trinity United Church,,place_of_worship,,
357618653,POINT (-73.91758 40.70418),,,Wyckoff Heights Medical Center,,hospital,,
357618656,POINT (-74.0019443 40.6425),,,Al - Mustafa Islamic Center,,place_of_worship,,
357618658,POINT (-74.0205556 40.6336111),,,Islamic Society of Bayridge,,place_of_worship,,
357618662,POINT (-73.976111 40.6280555),,,Masjid Abou Bakr,,place_of_worship,,
357618665,POINT (-73.8641667 40.6786111),,,Masjid Al - Aman,,place_of_worship,,
357618668,POINT (-73.9094444 40.6838889),,,Bushwick Health Center,,hospital,,
357618674,POINT (-73.8627778 40.6702778),,,Baptist Medical Center (historical),,hospital,,
357618677,POINT (-74.0244265 40.6081588),,,Brooklyn Veterans Administration - New York Harbor Healthcare Center,,hospital,,
357618680,POINT (-74.0375 40.6263889),,,Fort Hamilton Athletic Field,park,,,
357618683,POINT (-74.0363889 40.6213889),,,Monastery Square,park,,,
357618707,POINT (-73.9666667 40.6716667),,,Mount Prospect Park,park,,,
357618710,POINT (-73.9580556 40.665),,,Ebbets Field (historical),park,,,
357618713,POINT (-73.9897222 40.6919444),,,Brooklyn Law School Annex,,school,,
357618716,POINT (-73.9897222 40.6955556),,,Downtown Station Brooklyn Post Office,,post_office,,
357618722,POINT (-73.9865241 40.6970771),,,Saint James Cathedral,,place_of_worship,,
357618725,POINT (-73.9875771 40.6928411),,,Brooklyn Friends School,,school,,
357618728,POINT (-73.9897223 40.69),,,Brooklyn Friends Meetinghouse,,place_of_worship,,
357618734,POINT (-73.9933333 40.6938889),,,Brooklyn Heights Synagogue,,place_of_worship,,
357618738,POINT (-73.9944444 40.6941667),,,Our Lady of Lebanon Roman Catholic Church,,place_of_worship,,
357618741,POINT (-73.9972222 40.6938889),,,Grace Church,,place_of_worship,,
357618744,POINT (-73.9983333 40.6927778),,,Willow Place Chapel,,place_of_worship,,
357618747,POINT (-73.9941668 40.6925),,,Saint Charles Borromeo Roman Catholic Church,,place_of_worship,,
357618750,POINT (-73.9927779 40.6925001),,,Packer Collegiate Institute,,school,,
357618755,POINT (-73.9927778 40.6947222),,,Saint Ann's and the Holy Trinity Church,,place_of_worship,,
357618758,POINT (-73.9958334 40.6977778),,,Dansk Somandskirke,,place_of_worship,,
357618761,POINT (-73.9930556 40.6952778),,,Church of the Saviour,,place_of_worship,,
357618765,POINT (-73.9925 40.695),,,Saint Ann's School,,school,,
357618768,POINT (-73.9936112 40.6972221),,,First Presbyterian Church,,place_of_worship,,
357618771,POINT (-73.9933333 40.6969444),,,German Evangelical Lutheran Zion Church,,place_of_worship,,
357618774,POINT (-73.9933333 40.6991667),,,Plymouth Church of the Pilgrims,,place_of_worship,,
357618780,POINT (-73.9976381 40.6906121),,,Long Island College Hospital,,hospital,,
357618781,POINT (-73.9988889 40.6886111),,,Saint Peter's Our Lady of Pilar Church,,place_of_worship,,
357618784,POINT (-73.9986111 40.6883333),,,Saint Peter's Academy (historical),,school,,
357618787,POINT (-73.9983333 40.6847223),,,Saint Francis Cabrini Chapel,,place_of_worship,,
357618790,POINT (-73.9983333 40.685),,,Strong Place Day-Care Center,,school,,
357618793,POINT (-73.9966667 40.6841667),,,South Brooklyn Seventh Day Adventist Church,,place_of_worship,,
357618796,POINT (-73.9966667 40.6858333),,,Christ Church and Holy Family,,place_of_worship,,
357618799,POINT (-73.9952779 40.6855557),,,Kane Street Synagogue,,place_of_worship,,
357618802,POINT (-73.9938889 40.6875),,,"Saint Paul's, Saint Peter's, Our Lady of Pilar Church",,place_of_worship,,
357618805,POINT (-73.9941667 40.6858333),,,Brooklyn Heights Montessori School Annex,,school,,
357618808,POINT (-73.9963889 40.6819444),,,South Congregational Church,,place_of_worship,,
357618811,POINT (-74.0019444 40.6822222),,,Sacred Hearts of Jesus and Mary and Saint Stephen's Church,,place_of_worship,,
357618814,POINT (-73.9983333 40.6816667),,,Saint Paul's Episcopal Church of Brooklyn,,place_of_worship,,
357618817,POINT (-73.9911112 40.681389),,,Saint Agnes Roman Catholic Church,,place_of_worship,,
357618820,POINT (-73.9983334 40.6766667),,,Saint Mary's Star of the Sea Roman Catholic Church,,place_of_worship,,
357618823,POINT (-74.0180556 40.6783333),,,Louis Valentino Junior Park,park,,,
357618826,POINT (-74.0038889 40.6727778),,,Sol Goldman Recreation Center and Pool,park,,,
357618832,POINT (-74.0088889 40.6502778),,,Sunset Park School of Music,,school,,
357618835,POINT (-73.9883334 40.6875001),,,Primera Iglesia Bautista,,place_of_worship,,
357618839,POINT (-73.987353 40.686292),,,Bishop Francis J Mugavero Center for Geriatric Care,,hospital,,
357618842,POINT (-73.9847827 40.6877569),,,Saint Nicholas Antiochian Orthodox Church,,place_of_worship,,
357618845,POINT (-73.9847222 40.6872222),,,Byelorussian Autocephalic Orthodox Church,,place_of_worship,,
357618849,POINT (-73.9825 40.6861111),,,House of the Lord Pentecostal Church,,place_of_worship,,
357618852,POINT (-73.981389 40.6847223),,,Bethlehem Lutheran Church,,place_of_worship,,
357618855,POINT (-73.9791667 40.6838889),,,Church of the Redeemer,,place_of_worship,,
357618858,POINT (-73.9773457 40.6854759),,,Hanson Place Central United Methodist Church,,place_of_worship,,
357618861,POINT (-73.9612802 40.6986645),,,Baptist Temple,,place_of_worship,,
357618863,POINT (-73.9740152 40.6852658),,,Hanson Place Seventh Day Adventist Church,,place_of_worship,,
357618865,POINT (-73.9736112 40.6869444),,,Lafayette Avenue Presbyterian Church,,place_of_worship,,
357618874,POINT (-73.9781724 40.6940597),,,Church of Saint Michael and Saint Edward,,place_of_worship,,
357618877,POINT (-73.9700001 40.691389),,,Eglise Baptiste d'Expression Francaise,,place_of_worship,,
357618880,POINT (-73.9720602 40.6924502),,,Institutional Church of God in Christ,,place_of_worship,,
357618885,POINT (-73.9719444 40.6908333),,,Church of Saint Michael and Saint Mark,,place_of_worship,,
357618888,POINT (-73.9691021 40.6880385),,,Our Lady Queen of All Saints School,,school,,
357618894,POINT (-73.9675 40.6827778),,,Church of Saint Luke and Saint Matthew,,place_of_worship,,
357618897,POINT (-73.9672223 40.6850001),,,Galilee Baptist Church,,place_of_worship,,
357618900,POINT (-73.9664653 40.6885237),,,Underwood Park,park,,,
357618903,POINT (-73.9658333 40.6883333),,,Apostolic Faith Church,,place_of_worship,,
357618905,POINT (-73.9655557 40.6886111),,,Emmanuel Baptist Church,,place_of_worship,,
357618909,POINT (-73.9658334 40.6841668),,,Brown Memorial Baptist Church,,place_of_worship,,
357618912,POINT (-73.9766667 40.6736111),,,Old First Reformed Church,,place_of_worship,,
357618914,POINT (-73.9741667 40.6713889),,,Congregation Beth Elohim,,place_of_worship,,
357618916,POINT (-73.9736132 40.6694443),,,Poly Prep Lower School,,school,,
357618919,POINT (-73.9736111 40.6691667),,,Brooklyn Ethical Culture Society Meeting House,,place_of_worship,,
357618922,POINT (-73.9747222 40.6763889),,,Memorial Presbyterian Church,,place_of_worship,,
357618925,POINT (-73.9738889 40.6763889),,,Grace United Methodist Church,,place_of_worship,,
357618929,POINT (-73.9744444 40.6766667),,,Saint John's Episcopal Church,,place_of_worship,,
357618932,POINT (-73.975 40.6761111),,,Brooklyn Conservatory of Music,,school,,
357618935,POINT (-73.9738889 40.6755556),,,Berkeley-Carroll School,,school,,
357618939,POINT (-73.9766667 40.6766666),,,Sixth Avenue Baptist Church,,place_of_worship,,
357618943,POINT (-73.9777778 40.6772222),,,Helen Owen Carey Child Development Center,,school,,
357618947,POINT (-73.9763889 40.6786111),,,Saint Augustine's Roman Catholic Church,,place_of_worship,,
357618952,POINT (-73.9833333 40.6738889),,,Second Street Child Care Center,,school,,
357618957,POINT (-73.9502778 40.6794444),,,Friendship Baptist Church,,place_of_worship,,
357618963,POINT (-73.961389 40.681389),,,Bethel Seventh Day Adventist Church,,place_of_worship,,
357618968,POINT (-73.9547222 40.6841667),,,Miller Memorial Church of the Nazarene,,place_of_worship,,
357618972,POINT (-73.961389 40.6927777),,,Saint Mary's Episcopal Church,,place_of_worship,,
357618977,POINT (-73.9597223 40.6927777),,,Saint Patrick's Roman Catholic Church,,place_of_worship,,
357618982,POINT (-73.9602779 40.6969443),,,Saint Lucy's Roman Catholic Church,,place_of_worship,,
357618987,POINT (-73.9513889 40.6863889),,,John Wesley United Methodist Church,,place_of_worship,,
357618992,POINT (-73.9441667 40.6805556),,,First African Methodist Episcopal Zion Church,,place_of_worship,,
357618996,POINT (-73.9438889 40.6811111),,,Stuyvesant Heights Christian Church,,place_of_worship,,
357619001,POINT (-73.9402778 40.6813889),,,Our Lady of Victory Roman Catholic Church,,place_of_worship,,
357619006,POINT (-73.9341667 40.6808333),,,Mount Lebanon Baptist Church,,place_of_worship,,
357619010,POINT (-73.9191667 40.6847222),,,Saratoga Park,park,,,
357619015,POINT (-73.9361111 40.695),,,Church of Saint John the Baptist,,place_of_worship,,
357619019,POINT (-73.935 40.69),,,Antioch Baptist Church,,place_of_worship,,
357619024,POINT (-73.9422222 40.6875),,,Ebenezer Gospel Tabernacle,,place_of_worship,,
357619029,POINT (-73.9522223 40.6780556),,,Saint Bartholomew's Episcopal Church,,place_of_worship,,
357619034,POINT (-73.9527778 40.6769444),,,Grant Gore Triangle,park,,,
357619040,POINT (-73.9467652 40.67629),,,Union United Methodist Church,,place_of_worship,New York Avenue,121
357619045,POINT (-73.9477778 40.6763889),,,Hebron French-Speaking Seventh Day Adventist Church,,place_of_worship,,
357619049,POINT (-73.9452778 40.6716667),,,Saint Gregory's Roman Catholic Church,,place_of_worship,,
357619054,POINT (-73.9597223 40.6738889),,,Saint Theresa Roman Catholic Church,,place_of_worship,,
357619060,POINT (-73.9366667 40.6719444),,,Public School 390,,school,,
357619065,POINT (-73.9288889 40.675),,,Berea Baptist Church,,place_of_worship,,
357619070,POINT (-73.9338889 40.6977778),,,Saint Mark's Lutheran Church,,place_of_worship,,
357619075,POINT (-73.9338889 40.6977778),,,Saint Mark's Lutheran School,,school,,
357619079,POINT (-73.9261111 40.6941667),,,South Bushwick Reformed Church,,place_of_worship,,
357619084,POINT (-73.9183333 40.6897222),,,Bushwick Avenue Central Methodist Episcopal Church,,place_of_worship,,
357619089,POINT (-73.9175 40.6886111),,,Bethesda Baptist Church,,place_of_worship,,
357619094,POINT (-73.9202778 40.6958333),,,Saint Barbara's Roman Catholic Church,,place_of_worship,,
357619098,POINT (-73.9566667 40.7016667),,,Beth Jacob School,,school,,
357619102,POINT (-73.9586111 40.7047222),,,Williamsburg Christian Church,,place_of_worship,,
357619105,POINT (-73.9525 40.7025),,,Public School 380,,school,,
357619108,POINT (-73.9611111 40.7041667),,,Bais Yakov of Khal Adas Yereim,,school,,
357619111,POINT (-73.9633333 40.7061111),,,Yeshiva Yesoda Hatora of K'Hal Adas Yereim,,school,,
357619114,POINT (-73.965 40.7086111),,,Epiphany Roman Catholic Church,,place_of_worship,,
357619117,POINT (-73.9622222 40.7086111),,,Light of the World Church,,place_of_worship,,
357619121,POINT (-73.9613889 40.7108333),,,Holy Trinity Church of Ukrainian Autocephalic Orthodox Church In Exile,,place_of_worship,,
357619124,POINT (-73.9598102 40.710432),,,Washington Plaza,park,,,
357619127,POINT (-73.9569444 40.7158333),,,Iglesia Bautista Calvario,,place_of_worship,,
357619129,POINT (-73.9547222 40.7144444),,,Church of the Annunciation,,place_of_worship,,
357619133,POINT (-73.9558333 40.7066667),,,Bnos Yakov of Pupa,,school,,
357619137,POINT (-73.9558333 40.7066667),,,Temple Beth Elohim,,place_of_worship,,
357619139,POINT (-73.9511111 40.708611),,,Iglesia Metodista Unida De Sur Tres,,place_of_worship,,
357619142,POINT (-73.9505556 40.7083333),,,Iglesia Pentecostal Misionera,,place_of_worship,,
357619146,POINT (-73.9505556 40.7083333),,,Deutsche Evangelische Sankt Peterskirche (historical),,place_of_worship,,
357619149,POINT (-73.9463889 40.7083333),,,Little Zion Baptist Church,,place_of_worship,,
357619152,POINT (-73.9441667 40.7069444),,,Holy Trinity Roman Catholic Church,,place_of_worship,,
357619155,POINT (-73.9423411 40.6999393),,,Woodhull Medical and Mental Health Center,,hospital,,
357619158,POINT (-73.9536112 40.7194445),,,Russian Orthodox Cathedral of the Transfiguration of Our Lord,,place_of_worship,,
357619161,POINT (-73.9552778 40.7311111),,,Saint Elias Greek Rite Catholic Church,,place_of_worship,,
357619164,POINT (-73.9561111 40.7308333),,,Church of the Ascension,,place_of_worship,,
